Text,Label
ہر وہ ہر انسان کافر ھے جو جھوٹا نبوت کا دعواہ کرے پھر چاھے کوئی شعیہ ہو وہابی یا جو مرزی ہو,n
میں دورود پاک صلی اللہ علیہ وسلم کے ختم شریف میں گئی وہاں پر آئنٹیاں میرے پیچھے پڑ گئی شعیہ کافر ہوتے شادی حرام ہے جس نے کی ہے نکاح نہیں ہوا زنا ہورہا ہے اہل کتاب سے اجازت ہے شعیہ سے تو اجازت ہی نہیں میں نے کہا قرآن میں لکھاہے کوئی حدیث آپ کیسے کافر کہ سکتی ہیں اتنی بحث ہوئی,h
یہی لوگ بڑے ہو کر شعیہ کافر کے نعرے لگا کر متشدد ہوتے ہیں۔   مارتا مولوی ہے سب کچھ۔   اور غصہ شعیہ پر نکالتے ہیں سالے معاویے,o
ھم لگا دیتے ھیں  کافر کافر شعیہ کافر,h
بھٹی صاحب یہ تمام رافضی مذہب کا قصور ہے  جسکا موجودہ نام شعیہ ہے ان کے خلاف سعودی  حکومت نے کافر ہونے کا فتویٰ  دیا ہے اور سعودی عرب اسلام کا قلعہ اسی لیے کہا جاتا ہے کہ وہاں معتبر مجتہدانِ اسلام موجود ہیں  ہمارا بھی یہ فرض ہے کہ اس معاملے کو پارلیمنٹ میں اٹھا کہ قانون سازی کریں,h
سیدہ نے ٹھیک کیا اور یہ اپنی جان بچانے کیلیے نہیں بلکہ اس بیانیہ کو روکا جو پھر سے کافر کافر کہنے کو ترس رہا  بہر حال شعیہ اس ملک میں  کروڑ ہیں اور اپنے آپ کو اور اپنے فقہ کا دفاع کیسے کرنا ہے جانتے ہیں,h
جس رو میں ابھی بھی تو وڈیو بنا رھی ھے اس میں کافر کافر شعیہ کافر  اور تجھے سزا ملے گئی اب دیکھ اللّہ زریعہ کس کو بناتا ھے,h
پھر  کافر کافر شعیہ کافر ، شعیہ کافر نعرے کو فرقہ واریت کیوں ؟ اسے بھی آزادی اظہار رائے میں شمار کیوں نہیں کیا گیا ؟,h
بلاول سے گزارچ ھے شہلا کتی کو لگام دو ورنہ ھر زبان پہ ھوگا کافر کافر شعیہ کافر,o
وہ شعیہ مسلمان کو بھی کافر قرار دینے کا سوچ رہے ہیں ۔ پاکستان بنے گا ملستان,h
جو ہمارے خلیفہ راشدین کو نہیں مانتے یا صحابہ کرام کو نہیں مانتے وہ ہم میں سے نہیں .یہ حضور صلی اللہ علیہ وسلم نے ارشاد فرمایا ہے.  کافر کافر شعیہ کافر وہ شعیہ جو ہمارے صحابہ کرام کو نہیں مانتے,h
کافر شعیہ کافر شعیہ منافق شعیہ منافق,h
قرآن پاک میں حضرت ابراہیم علیہاسلام کو شعیہ کہا گیا ہے اس کا مطلب وہ اللہ کے نبی بھی کافر ہوے۔کچھ شرم کرو بے غیرتوں,o
اب بھی اگر مڈیا اور ادارے اس عورت کے خلاف اواز نہیں اٹھاتے پھر ہم بی اس ٹرند کو عام کریں گے,h
میرا بس ایک ہی پوائنٹ ہے جیسے کافر کافر شعیہ کافر بولنا غلط ہے ویسے ہی امیر معاویہ کو بھی کچھ بھی بولنا غلط ہے صحابہ کے خلاف کوئی بات برداشت نہیں کریں گے,n
محترم۔شہلا رضا کیخلاف ضرور قدم اٹھانا چاہئیے۔مگر لدھیانوی اور رمضان مینگل جو کھلم کھلا فرقہ ورانہ اقدامات کرتے ہیں اور شیعہ کافر اور شعیہ افراد کے قتل میں ملوث ہیں ایک جملہ اس پر بھی ادا ہوجائے,h
شہلارضا تم نے سیدنا امیر معاویہ کے خلاف اگر بکواس بند نا کیتو ھم نعہلگاٸیں گے۔۔۔کافر کافر شعیہ کافر ۔,h
میں کسی کی دل آزاری نہیں کر رہا  پر پھر بھی بولو گا شعیہ کائنات کا بد ترین کافر ہے  اگر اس سے دل آزاری ہوتی ہے تو ہوے  شعیہ بد ترین کافر ہے مجوسی ہے آستیں کا سانپ ہے    …,h
شعیہ اور قادیانی دونوں ہی غلیظ ترین کافر ہے جو نا مانے وہ بھی کافر ہے,h
صحابہ کی تضحیک کرو تو آزادی اظہار جوابا کوئ شعیہ کافر کہے تو فرقہ واریت ؟  ایسے کیسے ؟؛   …,h
"جو لوگ ""کافر کافر شعیہ کافر"" کا نعرہ لگاتے ہیں ان کے لیے ""فریڈیم آف سپیچ"" کا حق کیوں تسلیم نہیں؟",h
لوگوں کو فیکٹریوں میں جلانے والا شعیہ کافر عابدی خود بھی کتے کی مر گیا   …,h
پاکستانی اور ایک قوم  ہجوم کو قوم کا نام نا دیں سر۔ یہ ذات پات۔ شعیہ وسنی۔ بلوچی پنجابی۔ سندھی پٹھان  انصافی۔لیگی۔جیالے مومن کافر اور فرقوں میں بٹّے ہوے بائیس کروڑ بندوں کا ہجوم ہی تو ہے قوم تھوڑی ہے۔ ہر ایک کی ڈیڑھ گز کی اپنی مسجد ہے اپنے سجدے ہیں اپنے فتوے ہیں قوم نیں سر   …,n
شعیہ اہل کتاب ہیں اور کلمہ گو ہیں اس لیئے ان سے نکاح ھو سکتا ھے۔ شعیہ فرقے کو کافر کہنے والوں کو خود اپنے گریبان میں جھانکنا چاہئیے کیوں کے نبی کا فرمان ہے جھوٹ بولنے والا مسلمانوں میں نہیں۔ مطلب جھوٹ کفر میں آتا ھے۔,n
میرے بھائ یہاں شعیہ سُنی والا سین ہی نہیں شہید مُسلمان ہو رہا ہے کیوں شعیہ برادری کو نشانہ بنایا جا رہا ہے.. کیوں سُنی کو نشانہ بنایا جا رہا ہے اور وہ کون سے شرپسند مسلمان ہیں جو باقی سب کو کافر قرار دے رہے ہیں ہمیں سب نظر آرہا ہے، یہاں ایک نشانہ نہیں نشانہ صرف ملک ہے,n
بانی پاکستان قائد اعظم مہحمد علی جناح شعیہ مسلمان  شعیہ کافر کہنے والوں یاد رکہو  اسلام کے نام پر بننے والا پاکستان شعیہ کافر نے بنایا ہے,h
شعیہ تو ہیے ہی کافر,h
آپ مسلمان ہو ؟  اگر ہیں تو آپ کو کس نے حق دیا  دوسروں کو کافر کہنے کا  آپ خود کو دنیا کا خدا سمجھتے ہیں  جو فتوا دیتے رہتے ہیں آپ جو خود کو مسلمان کہتے ہیں آپ کی نظر میں ہر دوسرا فرقہ کافر ہی نظر آتا ہے ہم نے یہی سنا ہے شعیہ کافر سنی کافر وہابی کافر  سبھی کافر ہیں تو مسلمان کون ؟,n
نیوزی لینڈ واقعے پر آنسو بہانے والے شعیہ نسل کشی پہ خاموش رہ کر اپنے شجرے کی پہچان کرارہے ہیں ۔۔ کاش پاکستان میں نام نہاد مسلمان وزیر اعظم کی جگہ جیسنڈا آرڈرن جیسی کوئی کافر وزیراعظم مسلط کردی جائے تو اس پاک سرزمین پر بھی لوگوں کی جان و مال محفوظ ہوجائے گی۔,o
رنڈی کے بچے علامہ شہنشاہ نقوی جیسے بہروپیئے عمران نیازی کو امام ضامن باندھ رھا ھے عمران نیازی طالبان کو فنڈنگ کر رھا ھے فاروقی جیسے آرمی کی سیکورٹی میں شعیہ کافر کے فتوی اور نعرے لگوا رھا ھے. اپنی ماں سے پوچھ تری پیدائش پر کسی جانور کا سواد لیا تھا کیا.,o
بچوں کو گھروں میں سکھایا جا رہا ہے 'کافر کافر شعیہ کافر' اور 'گو نواز گو'۔کے نعرے سے یہ اندازہ لگانا مشکل نہیں کہ یہ گھرانا کس سیاسی جماعت کا سپورٹر ہوگا، لیکن جہاں گود سے فرقہ واریت اور کافر کافر کہنے کی تربیت دی جا رہی ہو وہاں آئے روز اقلیتوں کا...   …,h
اس نے  سال حضرت علی کرم اللہ وجہہ کے ساتھ نہیں گزاری ہیں اپنے حدیث گاڑنے والے شعیہ کافر کی حدیث مت بتاؤ باقی کا بتاؤ,h
"تو مسلمان ہوں یا اہل کتاب کا کوئی گروہ جو ایک خدا , روز محشر , اور سزاء و جزاء پر ایمان رکھتا ہوگا ...اللہ نے بخشنے کا وعدہ فرمایا ہے .   یہاں سنی شعیہ بریلوی دیوبندی آپس میں ایک دوسرے کو کافر اور مشرک ثابت کرنے پر تُلے ہوئے ہیںں... اور ان لوگوں نے خود پر عزاب مسلط کیا ہوا ہے .",n
اسلام آباد اور کراچی میں اے دن شعیہ کافر کے نعرے لگتے رہتے ہیں۔۔ ریاست ادارے کانوں میں روئی لے کر بیٹھے رہتے ہیں۔۔ اور جب سانحے ہوتے تو سب صبر صبر کا چورن بیچھنے لگ جاتے ہیں,n
تیرے قتل پے واویلہ میرے قتل پے خاموشی تو مسلمان نیوز ی لینڈ کا  میں کافر پاکستان کا  شعیہ ہزارہ کے قتل کے بعد کوئی گرفتاری عمل میں نہیں آئ کیا اس ہلاکتوں کے پیچھے وردی ہے؟         ,h
حیران کن لاجک ہے کے شعیہ احمدی کا خون نا حق گرنے سے فرقہ واریت پھیلتی ہے جب کے شعیہ کافر احمدی کافر فلاں کافر فلاں کافر بولنے سے ناصرف محبت امن کا پیغام جاتا بلکے فرقہ وارنہ ہم آہنگی کو بھی فروغ ملتا ہے۔,h
کوٸٹہ میں مسلمان نہیں شعیہ کافر جہنم واصل ہوٸے۔ ہے کوٸی جو اس سچ کو جھٹلا سکے۔,h
آج اگر ایک ہندو یا سکھ یا انگریز کے اوپر پاکستان میں حملہ ہوتا تو تمام جماعتیں واویلا کھڑا کر دیتیں۔ دائیں بائیں اوپر نیچے ہر طرف سے ان کو انصاف دو کی چیخیں نکل رہی ہوتی مگر یہ  شعیہ ہزارہ برادری ہے ان پر یہ تمام کافر جماعتیں کیوں بولیں گی۔,h
جانے کب کون مار دے مجھے کافر کہہ کر  شہر کا شہر مسلمان بنا پھرتا ہے   شعیہ کمیونٹی اٹیک کویٹہ,h
کب تک دعاوں کے اسٹنڈرڈ الفاظ ادا کر کے کام چلایا جائے گا؟ شعیہ کو مارنے والا دماغ کون کون ہے کیا یہ سب اب بھی ڈھکا چھپا ہے؟ یا کافر نیوزی لینڈ پر واہ واہ کرنے والے آج اپنے کلمہ گو کے فرقہ ویرانہ قتل عام پر بولنا اسلام کے خلاف سمجھتے ہیں؟   …,h
وہاں سنی کافر یہاں شعیہ کافر۔ اللہ ھم سب کو ہدایت دے۔,n
اسے کالا مارکر چاھئیے ایکسٹرا لینتھ والا  بولے تو حبشی,o
کافر ہم سبکو مارتا ہے کہ یہ مسلمان ہیں اور ہم ایک دوسرے کو مارتے ہیں کہ یہ شعیہ ہے سنی ہے وہابی ہے او بھائیو اس فرقہ پرستی سے باہر نکلو اور نبی کے احکمات کی پیروی کرو تاکہ فلاح پاو اس وقت کون حق پر تھا اور کون حق پے نہیں تھا اس کا فیصلہ رب تعالی قیامت میں کر دیں گے ۔,n
شیعہ میں نے اس وجہ سے کہا ھے کہ حضرت حسین ؓ کے نام پر ع ہے جو کہ کسی نبی کے لیے استعمال  ہوتا ہے جبکہ حضرت حسینؓ نبی نہیں ہیں کیونکہ حضرت مُحَمَّد  کے بعد کوی نبی نہی ااے گا  یے سب مسلمانوں کا عقیدہ ہے  اور جو اس عقیدے کو نہی مانے گا کافر ہے  جسے شعیہ کافر ہے  قادیانی کافر ہے,h
مجھ   سے    میرا    قلم   ہے   واقف۔ شعیہ لکھتا ہوں تو کافر لکھاجاتا ہے۔,h
كیا كہا شعیہ کافِر؟؟  یہ جان لہ کہ عشقِ یاعلی   میں حاصل کی گٸ ڈگری کا نام  ہے یہ لفظ!!,n
کسی گشتی طوائف کی نسل تو بس شعیہ کافر متعہ کی پیدائش جیسے الفاظ ہی بول سکتا ھے اہلبیت تیری ایمان کا حصہ کیا ہونگے تو تو نبی صلی اللہ وسلم کی شان نہیں مانتا تو تو صحابہ کو نبی صلی اللہ وسلم پر فوقیت دیتا ھے تجھے کیا معلوم کس کی کیا شان ھے,o
"سنی ،شعیہ،حنفی،مالکی،شافی،حمبلی  دیوبندی،بریلوی،اہلحدیث قادری،چشتی،نقشبندی  سہروردی  آخرکس کی مانیں؟؟ سب کہتے جی ہم ٹھیک ""ہمارا""فقحہ، فرقہ ٹھیک باقی تمام کے تمام کافر تو یعنی میں مسلمان بنوں یا نہ بنوں لیکن کافر ضرور بننا ہے",n
لوگوں میں شعور بیدار کر دیا ہے سمارٹ فون نے۔اور لکھوائیں مسلمان اپنی مرضی کی تاریخ اور واقعات اپنے فقہ کی کتابوں میں۔شعیہ سنی وھابی دیو بندی۔سب کا اپنا قبلہ۔کافر سب کی زبان پر ہے۔آپ شعیہ جنہے گالیاں دیتے وہ اسلام کے تارے ہیں اور اس کی نفی آپ کرتے ہیں اور کوئی نہی۔آپ کونڈوں کی نفی,h
کیوں حکمران ہر بات پر بیچ میں کہاں سے آگئے آج کون کہتا ہے شعیہ سنی اور فرقہ واریت کس نے پھیلائی ہوئی ہے ممبر رسول  سے کون کہہ رہا ہے کافر کافر  عمر بھر اسی غلط فہمی میں رہے  دھول چہرے پر تھی ہم آئینہ صاف کرتے رہے,h
یہ وہ سوال ہیں جو مسلمانوں کو کرنے چاہیے تھے! لیکن یہ. لوگ شعیہ سنی سے ذیادہ اور رنگ و نسل کے چھوٹے چھوٹے ڈربو میں قید اپنے ہی نفوس کی پجاریوں کی سوچ اس ڈربے سے نکل ہی نہیں سکتی__ ابھی اگر میں شعیہ کافر کہہ دوں...   …,n
خدا کا خوف کرو یار آپ اتنے جاہل ہوگے سوری مجھے امید نہیں تھی پہلی بات یہ فوٹوشاپ ھے کسی شعیہ کافر والے نے ایڈیٹنگ کرکے بنایا ھے اور آپ اس کو آگے پھیلا رہے ہو,h
رسول اللہ کا نکاح خدیجہ سلام اللہ علیہا سے حضرت ابوطالب نے پڑھایا اور جو خطبہ نکاح پڑھا وہی خطبہ نکاح آج بھی شعیہ نکاح خواں پڑھتے ہیں۔ اب کافر کا پڑھا ہوا خطبہ پڑھ کر نکاح کرنے والے شدید ترین کافر نہ ہوئے تو اور کیا ہوئے۔۔۔؟؟,h
انکو شعیہ فوبیا ھے بھائی!  اپنی غلطیاں ماننی نہیں بس دوسرے سب کافر ھیں,h
قادیانی ، شعیہ ، اسماعیلی سب کافر ۔۔۔مسجدوں میں گھس کے گولیاں مارو ۔۔۔ سڑکوں پر بسیں روک کے نسلی، لسانی مذہبی بنیاد پر گولیوں سے بھون دو ۔۔۔!!  ہندو لڑکیوں کو اغوا کر کے جبری مسلمان کرو۔۔۔!   انی دیو  کیڑے بنیادی حقوق ؟   اس ڈھٹائی سے جھوٹ بولتے نہ زمین پھٹتی ہے نہ آسمان ٹوٹتا ہے,o
ابھی کافر بولو قتل کرو یا پھر فتوے لگاو۔۔ آخر امام بھی ہمارا آنا حکومت بھی ہماری ہو گی,o
"شرم سے ڈوب مرنے کا مقام آج غیر مسلم ہمیں پیارے نبی   کی تعلیمات بتا رہے ہیں احساس دلوا رہے ہیں کہ تم سب مسلمان ہو ایک جسم کی مانند ہو جبکہ فرقہ پرست"" تم وہابی ہو دیوبندی ہو بریلوی ہو سنی ہو شعیہ ہو مقلد ہو غیر مقلد ہو۔ ایک دوسرے کو کافر مشرک کہہ کر بھی مطمئن نہیں!!! افسوس ",n
شروع سے انسان کی دو ہی پہچانیں رہی ہیں  مسلمان اور کافر   پھر یہ کون ہیں؟  شعیہ ؟ سنی ؟ دیوبندی ؟ وھابی ؟ وغیرہ وغیرہ ؟,n
آپ کو ملنا چاہئے ریاست کو ایسا نہیں کرنا چاہئے تھا ـ سب مذاہب موجیں مار رہے ہیں بس تم رہ گئے ہوـ گ نے ماووں کو ننگا  کر دیا -کہتے ہیں ہم غیرت مد ہیں  شعیہ بھی توچالیس قرآن بتاتے ہیں ـ تم تو ان کو کافر کہتے ہو شیعہ تعداد میں زیادہ ہیں تمہاری پھٹتی ہے ان کو ریاستی غیر مسلم کہنے سے,o
جیسی زبان استعمال کرو گے ویسا جواب ملے گا اب وہ دن گیے جب تم شعیہ کافر شعیہ کافر کی بکواس کرتے تھے اب ہم چیر کر رکھ دیں گے,o
کے کافر اور شعیہ ہونے کا وقت ہوا چاہتا ہے۔ دوسرے مسالک کے لوگ اپنے اپنے معیار کے مطابق فتویٰ عنایت فرمائیں۔ شکریہ,h
پہلے تفرقے سے نکلو بچوں کو برہلوئ مشرک اور شعیہ کافر کے نعرے سیکھانے کی بجاے امت مسلمہ زندہ باد کے نعرے سیکھاو پھر کچھ کر سکو گے نیں تو فضول ٹائم ضائع کر رے ھو,n
نمازی شہید ؛ نیوزی لینڈ کی مساجد میں سنگین دہشت گردی نے ثابت کردیا ؛  کہ یہودی لابی دنیا کی سب سے بڑی دہشت گرد قوم ہے ؟کافر کافر سنی کافر کافر کافر شعیہ کافر کافر کافر وہابی کافر کافر کافر دیو بندی کافر ہم اس سے باہر نکلیں گے تو کافر کے خلاف جہاد کریں گے,n
بس یہی کرنا کسی کو شعیہ کسی کو قادیانی بنا دو کافر کہ دو  میں نا شعیہ ہوں نا قادیانی,n
جی یہ بتانا چاہتی ہیں کہ قادیانی مرتد ہوتے ہیں شعیہ کافر ہوتے ہیں  بریلوی بھٹکے ہوتے ہیں وہابی منکر ہوتے ہیں اہلحدیث منافق ہوتے ہیں وغیرہ وغیرہ,h
ابتداء سے اب تک جتنا نقصان شعیہ روافض نے اسلام اور مسلمان کا کیا ہے آپکی سوچ ہے ایسے ہی نہی لوگ شیعہ کو کافر کہتے !!!,h
چند ہفتے پہلے کراچی کے علاقے ناظم آباد میں انھیں کلعدم جماعت کی ایک آذادانہ ریلی نکلی تھی جس میں کافر کافر شعیہ کافر  کے نعارے لگے تھے کوئی کاروائی ہوئی تھئ نہیں یے بھی ڈرامہ ہے,h
عروسہ باز آ جاؤ شعیہ سنی کا مسئلہ بھی اسی کافر انڈیا کا بنایا ھوا ہے ویسے جس فقے کا بھی ھو ہے تو پاکستانی ہی نا؟,h
سو فیصد درست. ویسے شعیہ کافر ہے ان کے نزدیک بھولی عوام کو شعیہ سنی میں الجھا کے رکھتے ہیں لیکن حقیقت میں زرداری ان کا امام ہے. اخ تھو.,o
شعیہ بد ترین کافر ہے یہ تم کے بارے لکھا ہے دوسرے مولویوں نے۔اب مانو یہ نہ مانو ۔ متہ کی پیداوار اپنی کتابیں دیکھو اور اپنے نگے امام کا کچھ پتا چلا کہاں ہے؟؟بارہواں امام۔,h
اچھا میرا باپ ویسے سور ہی ہے۔ میں مانتا ہو  وہ دشمن علی ہے رومی کا ماں باپ دونوں سور ہیں جو ناکام شعیہ روپ میں قادیانیت کا پرچار کر رہا ہے  وہ قادیانیت جو شعیہ کو کافر اور امام حسین علیہ السلام پر بھونکتے ہیں,o
کیا اب شعیہ بھی کافر ہوگئیے ہیں؟   …,h
"مولانا کا یہ عقیدہ ہر گز ناتھا وہ صرف شعیہ سنی کو کافر کے فتووں سے بچانا چاہتے تھے,  شعیہ مذہب کا مطالعہ بہت وسیع تھا انکا,  مولانا نے اپنی زندگی میں اس آؤٹ آف کنٹیکسٹ ویڈیو کی بارہا تردید کی اور وضاحت بھی کی,  وہ کہتے تھے اگر میں اس بات کو سچ سمجھتا تو عمر کو حضرت عمر کیوں کہتا",h
دنیا بھر کے شعیہ کافر محمد کی بیٹی کا سوگ برپا کر رہے جگہ جگہ اور اچھے والے مسلمان موج مستیاں اور شادیاں کروا رہے  ِ_فاطمیہ ؐ,h
مجھ    سے   میرا   قلم    ہے    واقف۔ شعیہ لکھتا ہوں تو کافر لکھا جاتا ہے۔,h
جاہلوں اس میں رسول الله بھی آجائيں گے اور کوئی نعرہ بناؤ شعیہ کافر چھوڑ کر  سوچ لیں جو جا رہے ہیں ذکر حیدرؑ چھوڑ کر۔ جایئں گے ہم بھی جناح میں انکو باہر چھوڑ کر۔  ماسٹر مفید حیدر زیدی,o
جس کا کلمہ الگ ، جسکا وضو الگ ،جسکی اذان الگ، جسکی نماز الگ ، تو بھلا وہ مسلمان ہوا  شعیہ کافر,h
جاہلوں اس میں رسول اللہ ص بھی آجائیں گے، اور کوئی نعرہ بناو ... شعیہ کافر چھوڑ کر۔,o
خرامی دہشتگرد کو عام علما سے ملانا آرمی کا کنجر پنا ہے  اگر آرمی اتنی اچھی ہے  تو لدھیانوی کے منہ سے کہلائواے کہ شعیہ اور بریلوی کا قاتل کافر ہے ب چ دو نمبر لوگ,o
ایک صف میں کھڑے ھو گیے شعیہ سنی اور بریلوی. نہ کوٸی کافر رہا  .نہ کوٸی گستاخ رسول . اور نہ کوٸی وھابی,h
اگر آپ کی بات تسلیم کر لی جائے تو کیا کراچی آپریشن صرف ایم کیو ایم میں موجود عکسری ونگ کے خلاف شروع کیا گیا تھا؟ لیاری کے گینگسٹر ختم ہو گئے ۔۔۔ وہاں امن ہے؟ جہادی قابو میں آگئے  اور کافر کافر شعیہ کافر کے نعرے لگانا بند ہو گئے؟ یار کچھ تو سوچا کرو,n
تو کیا شعیہ کافر ہوتے ہیں,h
صیح کہا آپ نے لیکن یہاں اگر سچ بولو تو آپ غدار یا پھر کافر قرار دیے جاتے ہو اور اگر آپ شعیہ مسلمان ہو تو پھر آپ کو قتل کرنا عین اسلامی عمل بنا دیا جاتا ہے اور یہی علی رضا بھائی کے ساتھ ہوا ہے,h
تحریک طالبان افغانستان کے چند نواقض :   / الله کی شریعت کو چھوڑ کر اقوام  کی حثیت کو تسلیم کرنا اور بین الاقوامی کفری قوانین کو ماننا   / شعیہ کو کافر نا کہنا اور ایران کی مجوسی ریاست کے ساتھ دوستانہ تعلقات رکھنا اور انکے مدد لے کر دولت اسلامیہ کے خلاف جنگ کرنا ۔۔  /...,h
کافر وھابی دیوبندی شعیہ نیچری سکولی سب کی مہمان نوازی کرو مگر ۔ ۔ ۔:,h
شعیہ کو کافر کہنا گناه عظیم ہے اہلسنت پیر نصیرالدین مرحوم کی نایاب ویڈیو سنیں,n
"میں اکثر سوچتی ہوں  کہ یہ پرندے بھی بڑے عجیب ہیں نہ ان کی کوئی ذات پات، نہ کوئی دین دھرم، اورنہ ہی کوئی فرقہ فساد، نہ تو یہ کافر ہیں نہ ہی مشرک، نہ ہی مسلم اور نہ ہی شعیہ ، سنی دیوبندی اور بریلوی , پھر یہ اشرف المخلوقات کیوں نہیں بنائے گئیے....  ",n
"یہ صرف فسادی مولویوں کی لگائی آگ ہے جس میں لوگوں کو کفر کے فتوۓ بانٹے جاتے ہیں سنی کے لیے, شعیہ-اہلدیث-دیوبند کافر شعیہ کے لیے, سنی-دیوبند-اہلحدیث کافر اہل حدیث کے لیے, باقی سب کافر دیوبند کے لیے, باقی سب کافر تو مسلمان کون ہے؟؟؟؟",h
ایک ہی بات پر ہوں بات شروع ہوئی قیام پاکستان سے آپ لوگ ادھر ادھر جا رہے ہو پکڑ پکڑ کر لا رہا ہوں پھر بھاگ جاتے ہیں آپ  شیعہ اور احمدیوں کے بناے ہوے پاکستان میں بیٹھ کر انہیں ہی کافر بنا رہے ہیں۔  یہ حق احرار یوں کو کس نے دیا   کیا  اعظم  سے  ہوگے تھے ؟,n
بات یہ ہے پتا چلے نہ کہ کن کن کی اولاد اس جنازہ میں شامل تھی نہ پڑھنے والوں کو تو کافر قرار دے دیا اب پڑھنے والوں کی باری ہے۔   تو۔ قائد اعظم۔ شعیہ سے مسلمان ہوگے تھے,h
خادم رضوی اور اس کی جماعت کو فسادی ڈکلیئر کرنے سے ایک بات واضح ہو گئی ہے۔ شعیہ ہو یا بریلوی اہلحدیث ہو یا دیوبندی سب کو استعمال کرنے کا ایک مخصوص وقت اور مقام ہوتا ہے۔ اس کے بعد دہشت گرد، کافر اور فسادی وغیرہ کہہ کر جان چھڑوا لیتے ہیں۔,h
خادم رضوی اور اس کی جماعت کو فسادی ڈکلیئر کرنے سے اک بات واضح ہو گئی ہے ۔ شعیہ ہو یا بریلوی اہلحدیث ہو یا دیوبندی  سب کو استعمال کرنے کا اک مخصوص ٹائم اور جگہ ہوتی ہے ۔ اس کے بعد دہشت گرد، کافر اور فسادی وغیرہ کہہ کر جان چھڑوا لیتے ہیں ۔,h
شعیہ کافر ہیں یہ ہے ان کی بری دلیل,h
آپ کی زندگی کے فیصلوں کا ریموٹ کنٹرول ایک امام مسجد کے پاس کیوں؟ شعیہ کی نماز جنازہ پڑھنے پر کافر قرار، نکاح فسخ  یہ مسلکی نہیں اجماعی سماجی مسلہ ہے،  سنیئے ایک گفتگو یو ٹیوب چینل پر   ,n
سوچ رہا ہوں جن  شعیہ علماء کے ساتھ مل کر باقی  فرقوں نے احمدیوں کو کافر قرار دینے کا نیک فریضہ سرانجام دیا تھا اس پر نظر ثانی کیوں نہ کی جاے۔         یہ تو امت کا اجماع نہیں کہلا سکتا   …,h
الحمداللہ،  اہل تشیع میں کسی کو کوئی حق ہی نہیں دیا گیا کہ وہ کسی کلمہ گو کو کافر قرار دے،   سنی،  شعیہ،  دیوبندی، اہلحدیث، سب کے عقائد و نظریات میں فرق ہے لیکن کسی کے مسلمان ہونے میں کوئی شک نہیں باقی تمام مسالک بلا وجہ جو مرضی کہتے رہیں ہمیں انکے    فتوے سےہمیں کو فرق نہیں پڑتا,h
شعیہ کافر اس طرح وصال جہنم ہوگے,h
کرنی چاہے اس لیے کو شعیہ کافر خانہ کعبہ کو گرانے کی بات کرتا ہے,h
پاکستان بنانے والے کو کافر اور شعیہ کہا گیا.!   اور آج نیا پاکستان بنانے والے کو بھی الزامات کا سامنا ہیے...,h
میں ایسے اسلام کو نہیں مانتا اور ایسے نام نہاد مسلمانوں پہ بھی لعنت بھیجتا ھوں ۔  میرے ایسے مسلمان ھونے سے بہتر ھے کہ لوگ مجھے کافر کہتے ہیں ہاں میں شعیہ ھوں میں کافر ھو ۔  تم اپنا بھیانک چہرہ دیکھو مسلمانوں لعنت ھے تم اور تمہارے پیر پر   …,o
مُسلمان! دیوبندیوں کیلئے بریلوی کافر ہیں بریلویوں کیلئے دیوبندی کافر ہیں اہلحدیث کیلئے دونوں کافر ہیں، سنی شعیہ کو کافر مانتے ہیں اور شعیہ سنیوں کو، کل ملا کر اسلامی جمہوریہ پاکستان میں کوئی مُسلمان نہیں بستا! اِسلئے یہاں اچھے اور بُرے مُسلمان کا تصّور ہی بے معنی ہے!  لبنٰیؔ لطیف,o
معاشرے میں عدم برداشت عروج پر ہے اقلیت تو دور کی بات مسلمان بھی اختلاف کرے تو اسے کافر کہہ کر مار دو۔ پاکستان میں ہر فرقے کا مذہبی جنونی طبقہ دوسرے کو کافر کہتا ہے۔ کسی کے نزدیک شعیہ کافر، کسی کے نزدیک سُنی کافر اور کسی کے نزدیک وہابی کافر اللہ رحم کرے.,o
اقلیت تو دور کی بات مسلمان بھی اختلاف کرے تو اسے کافر کہہ کر مار دو۔کسی کے نزدیک شعیہ کافر، کسی کے نزدیک سُنی کافر اور کسی کے نزدیک وہابی کافر,h
معاشرے میں عدم برداشت عروج پر ہے اقلیت تو دور کی بات مسلمان بھی اختلاف کرے تو اسے کافر کہہ کر مار دو۔ پاکستان میں ہر فرقے کا مذہبی جنونی طبقہ دوسرے کو کافر کہتا ہے۔ کسی کے نزدیک شعیہ کافر، کسی کے نزدیک سُنی کافر اور کسی کے نزدیک وہابی کافر  اللہ رحم کرے اس ملک کے حال پر   …,o
وہابی نے کہا دیوبندی کافر دیوبندی نے کہا وہابی کافر بریلوی نے کہا وہابی دیوبندی کافر وہابی دیوبندی نے کہا بریلوی کافر شعیہ نے کہا سب کافر سب نے کہا شعیہ کافر — پر جنت میں کون جاے گا جواب ہے کسی کے پاس,o
شعیہ کافر ہی ہونگے اسرائیلی جو بھائی ہوگئے عربوں کے,h
بہین جی شعیہ مسلمان نہیں ہے کس نہ کہا کہ شعیہ مسلمان ہے جس کا کلمہ الگ آذان الگ ہمارے پیارے پیغمبر کو نا ماننے والے کہا کے مسلمان ہمارے پیغمبر(ص) اور اصحاب(رض) کے بیویوں بیٹیوں کو گالی دینے والے کہا کے مسلمان ہے کافر کافر شعیہ کافر,h
